,Date,Tags,Comments,
133,2018-08-20,['hiking'],Great hike. The trail can be a little confusing but you should not get lost. We saw a moose.,
134,2018-08-19,[''],Delightful hike through the aspen trees.,
135,2018-08-12,[''],"Nice little hike. There are more wildflowers and clearer lakes on the south side of the canyon, though.",
136,2018-07-31,[''],Beautiful hike but the first 1/2 mike was all up hill.  Saw a moose and a gopher snake.,
137,2018-07-30,['hiking'],"We went up in a counterclockwise direction, going up the right fork (steeper side) and coming down the left. Somehow the alltrails gpx map (we did download it into gaia before going as the cell signal is weak here) doesn't show the last switchback on the left side of the trail (alltrails map doesn't show a true loop), and shows going over the river and going back down a part of the steep part. I'm a little surprised the alltrails map is not accurate as this trail is very well traveled. We got here at about 7am on a Sunday. There were several cars parked on the roadside, and several campers/hammock campers in the trail already. We rested at the top and enjoyed the scenery, so came down by 10am. The trail definitely got busy by this time.",
138,2018-07-29,['hiking'],Hiked solo and not enough people for me to feel safe. The hike was pretty but I started the loop around the lake to the right and was essentially walking in marsh land until I couldn’t find a defined trail anymore.,
139,2018-07-25,['hiking'],Went this morning.  Climb was a incline for sure.  No moose seen.  Cool and crisp hike.  Only saw 3 other groups.,
140,2018-07-25,['hiking'],"Beautiful hike! The trail is surrounded by wildflowers! After a few minutes on the trail, there is a fork, we chose to take the trail on the LEFT. It was much easier, less of an incline than the right side - both trails meet at the lake.",
141,2018-07-22,[''],Very peaceful hike with wonderful wild flowers and aspens. The lake had 3 families of ducks to watch. Short but good work out to lake is worth it.,
142,2018-07-22,['hiking'],"Great hike! Saw moose and deer, beautiful wildflowers and lake. Great for beginners. Trailhead is about 200 meters east of AJ Motion Sports, on the left (marked by an engraved rock). We parked next to the road on the gravel. When you reach the first fork in the trail, the trail on the right is pretty steep and continues on a steep incline for about 10-15 minutes. It eventually levels out, but it was definitely a workout. On the way back, you've got to pay attention to the GPS or you will most definitely miss the trail back (which is an off-shoot of the main trail).",
143,2018-07-21,[''],Great trail- ZERO trailhead markings. This app didn’t refresh right so we ended up on private property and had to walk up the road to get back to the car.,
144,2018-07-21,[''],"So pretty! We had a bunch of little kids with us and they did just fine. Tired at times and we had to carry the three year olds, but the others ranging from 5-10 did great. On the way down we forked to the right and ended up coming out into a cabin area and having to walk up the road to get to our cars.",
145,2018-07-21,[''],"The first 1/2 mile of the trail is very steep. I carry a couple of hiking poles and it helps me up these obstacles! You start with beautiful green bushes and wild flowers. You slowly immerse yourself in you aspen trees and it feels like you’re in a scary movie! Once you find yourself out of the woods, you get a breath of fresh air of just hills, mountains, and a gorgeous view! It’s so green! You’d think you’re in England seeing all of this! Walk a little further, cross a little stream, and BOOM! The lake just catches you by surprise! We were lucky enough to find ducks and their ducklings in their home. Of course these pictures don’t do any justice Ryan actually seeing this live. It’s a pretty easy hike if you go slow. It’s just the first part of the trail is pretty killer. There are people who camp at this area with their families so don’t expect peace and quiet at the lake.",
146,2018-07-18,['hiking'],Incredibly beautiful and majestic.,
147,2018-07-18,['hiking'],"Such a fun hike! My friend and I had a blast on this trail and the scenery was amazing! We did have some trouble finding the trailhead as the directions I received were slightly different on my phone than my friend's phone. We decided to park near a couple other cars parked off to the side of the road and after walking down the road a bit, we found a rock trail marker about 20 feet up from the trail. We found this trailhead to be about 200 meters from AJ Motion Sports and its partner shops. Once on the trail we were grateful to have plenty of shade to block out the blazing 2 p.m. sun. We only saw one family coming down the trail when we were heading up and besides that we were the only ones there. There were many trails that forked off from each other but I think they all lead you to the lake. I would only suggest to always take the trail that leads up!",
148,2018-07-15,[''],"Beautiful wildflowers, streams and forestry make the hike enjoyable and the lake is fun. There were a few ducks we fed and sweet little side trails throughout. I loved It!",
149,2018-07-13,['hiking'],"Awesome hike with my kids.  Beautiful aspen woods, meadows of wildflowers, and we even sighted a moose right off the trail.  A few annoying flies and mosquitoes, but insect repellent worked well.  Very peaceful and tranquil up at the lake.
A few slippery sections, so make sure shoes with decent grip (especially for kids) are worn.",
150,2018-07-13,['hiking'],"The first part was a lot steeper than I expected, even with the tips on these reviews. My 3 year old needed assistance.
The bugs were out in full force and we all got eaten, even with bug spray. The lake was pretty and the wildflowers were amazing, but not sure if I’ll do this one again until the seasons change and it’s a big cooler.",
151,2018-07-12,['hiking'],Still one of my favorites. Didn't see any moose this morning sadly. Lots of wildflowers and the trail has grown a lot since I was there a couple weeks ago.,
152,2018-07-12,['hiking'],This is kid friendly and my 4 year old just needed a little help making it on the steeper parts. The wildflowers are insane right now—so gorgeous!!,
153,2018-07-11,[''],Super fun trail! Even saw a friendly moose.,
154,2018-07-11,['trail running'],"First little bit would be considered steep/hard, but one past that, you are on a flat path until you reach the lake. 
We hiked up to the trees and hung our hammocks and had a nice camp fire going.
There are a lot of mosquitoes that will bite!
We saw 3 moose right before sunset and it was awesome, but one of them was about 8-9 feet away.
Very nice and easy hike after all. We loved it",
155,2018-07-10,['hiking'],"Awesome hike!! Easy enough for the little ones ranging from 3 (with a little help) -10 years. 
ABSOLUTELY BEAUTIFUL!!! ",
156,2018-07-09,['hiking'],This easy to follow trail is good for the kids and a quick get away when time doesn’t allow for something longer.  The flowers are in full bloom and the trees offer plenty of shade no matter what time of day you go.  Be sure to carry plenty of bug spray as the flies are no respecter of sweaty flesh.,
157,2018-07-06,[''],Nice hike...initial portion of trail requires some vertical climbing but levels out near the lake. Trust the app/GPS on some of the parts that are not well marked.,
158,2018-07-06,['hiking'],Great hike to do with large group of family. We had 12 people ages 4-57 hiking and everyone enjoyed it!,
159,2018-07-02,['hiking'],"Gorgeous hike. When going up, the right fork is steep and rocky but a shorter ascent, and the left fork is more gradual. We did not see any wildlife but it might have been the wrong time of day for them (late afternoon). We came down a different way than we went up to get the full experience, but we ended up going to the wrong trailhead and had to walk back up the canyon road to get to our car, so that sucked. Apparently we missed the last creek crossing, which you'd think would have been obviously, but oh well. Still a beautiful hike.",
160,2018-07-02,['hiking'],"This is a new favorite! Has everything you’d want on a short easy hike: lush underbrush, tons of wildflowers (at their peak right now), aspens, shaded, ends at a beautiful lake. We took the left fork and followed one moose part way up the trail and then saw three more by the lake. They are young and frisky right now so we kept our distance.",
161,2018-07-01,[''],"Easy hike, beautiful.",
162,2018-06-30,['walking'],Perfect hike with kids. We ran into a few moose along the way and some were a little too close for comfort but beautiful nonetheless. This was our first time and I think we would have missed the trail at the end had someone not warned us on our way down. Great to be in these amazing mountains!,
163,2018-06-30,['hiking'],"I was there 28 June, and saw 7 moose (6 in the lake area, and one on the trail)- see under photos.  The wild flowers on the north side are to be seen right now.  For those getting lost, there are three ways to the lake.  If you start at the labeled trailhead, then just past the sign and barely into the trail, there is a fork.  (1) If you take the left fork, it will tie into the old trail that goes through the residential area. It will come into the area below the lake from the west side. (2) If you take the right fork, it is steeper and will come into the area below the lake from the south.  (3) The third way is to go up Moose Track Lane (right at the rental recreation store), go up about 200 yards (heading west) and then do a 180 degree turn to back east. Just follow it to the end of the pavement is where the trail starts.  A little ways up that trail, method 1 above will tie into this trail.  If you take method 1 up, and want to take it down (rather than method 2)  then  on your way up carefully note where it ties into 3, as it is not marked, and easy to miss going down. As I recall, it will be right after a leaning tree as you go down. If you miss it and find yourself on the paved road in the residential area, you can just continue a couple hundreds yards down it, then do the U turn that will go back east and take you to Big Cottonwood Road. You will have a short walk back up to your car.",
164,2018-06-28,['hiking'],"Absolutely beautiful trail! The wildflowers were in full bloom, and we even saw a pair of moose by the lake. The first 0.25 mile is steeper than I anticipated, but it leveled out to a gentle incline. Kid friendly. I’d love to camp up by the lake. There were a couple fire pits already built.",
165,2018-06-26,['hiking'],"Beautiful hike! Went around 8pm and the sunset through the trees is breathtaking. I loved how shaded the trail was and seeing the wildflowers bloom. We did see a mama and a baby moose, as well as a deer. Really neat, but be careful.",
166,2018-06-25,['hiking'],"This is a little gem of a hike, short and lush with lots of wildflowers. We also ran into a moose peacefully grazing by the lake. However, on our way back we took the West site of the loop and yes, like quite a few others, we ended up at some one’s cabin asking for directions. That’s the reason I am not giving five stars, because there is no indication as how to come down back to the trailhead. Instead, if you follow the most obvious, traveled path, by the time you reach the canyon’s road, you will have to walk back to the trailhead. Yet, in my opinion, the hike’s charm easily overrides the lack of directions in the way back.",
167,2018-06-25,['hiking'],"Beautiful hike! Kids friendly, we did it in summer and you can see wild flowers, ducks, chipmunks and green everywhere :)",
168,2018-06-24,['hiking'],"Very pretty and green! Lots of wildflowers! Only saw a few other people the whole time. The first mile is steep and rocky, then it levels out a bit before opening into a huge, gorgeous meadow just prior to the lake. I missed the turn off coming back down and ended up in the cabins. I had to walk back up BCC road to get to the trail head. The turnoff is not marked and it's very small so look for it! There were a few deer and a skunk. I took headphones but there were so many birds singing I didn't even put them on!",
169,2018-06-23,[''],Absolutely BEAUTIFUL!! ,
170,2018-06-17,['hiking'],"We are pretty much beginners,  in our 40's, time to start keto and get in shape before my first heart attack... that while thing. If I can do this one anyone can! was a bit of a challenge because it is a nice steady incline until just before the lake. we also saw the frogs, rodents and ducks that are pretty used to humans, and then on the way down we ran into the Moose that others had spotted. There were 2, pretty cool, less than 100 feet from us. So if I did it and did not die, your probably good.",
171,2018-06-17,[''],,
172,2018-06-16,[''],"I loved this trail. Nicely shaded and so green the whole way. Not overly strenuous and no loose rock which is always a plus for me. The pond at the top was surrounded by wild flowers and we saw a moose. Really great hike that can be done pretty quickly. When coming back, make sure to turn at the right point to get back to the trailhead or you'll end up in a neighborhood of cabins.",
173,2018-06-14,[''],"Beautiful, relatively easy hike. Little tough at the beginning, but then easy for the rest. Saw some moose in the meadow and by the lake/pond.",
174,2018-06-12,['hiking'],"This was a beautiful evening hike with our kids. The beginning is fairly steep, but doable. So many flowers in bloom, we saw 4 moose along the way, and ducks on the lake.  The puddle that I had read had frogs was nearly dried up, so we didn’t see any. We were at the trailhead by about 7:20pm, and it was perfect timing with the sun shining through the trees.  We went back on a different trail than we started on, as I heard it was less steep.  You do end up crossing some logs over a small stream, and it drops you down into a cabin area, taking that route we did need to walk back up the main road a bit to get back to our car. It was a great night!",
175,2018-06-12,['hiking'],"I would rate this as easy, not moderate. And I'm like 60 lbs overweight. It is a bit steep at the beginning, but only for about half a mile. Then the rest of the trail is pretty much level. The whole hike is beautiful! It looks like a trail where one would see moose, although we did not. Perhaps next time.",
176,2018-06-04,['hiking'],"This is an easy family hike with kids. It's only 700 feet in elevation gain and the views from the lake are beautiful esp.  this time of year when the mountains still carry snow. 
We hiked on a Saturday,  very busy!!",
177,2018-06-04,['hiking'],Great short hike !  Will return in the fall!!,
178,2018-06-04,['hiking'],"First timer hiking this trail and loved it! Ended up going left at the first fork instead of right (the more direct way to the lake, but steeper, is right) and enjoyed the two different trails going up and down. Beautiful views once you hit the meadow and took time to enjoy the lake. Steep on the way down so hiking shoes would be nice but not necessary. Will be back for sure!",
179,2018-06-03,[''],"First little bit is rocky and a little steep but my two little ones did it, definitely manageable. Lake is beautiful and often has moose out. Clean up your trash ",
180,2018-06-03,['hiking'],"Pretty busy on the weekends, but that is to be expected. It’s pretty steep and rocky the first quarter mile, but after that it gets a lot easier. I don’t know why this hike is listed as 3 miles, it’s really only half of that (1.5 miles). Either way, still pretty up at the top, but not a lot of shade by the lake.",
181,2018-05-31,['hiking'],Good,
182,2018-05-29,['camping'],"Steep hike but worth it. Everything was amazing, but you will hear a weird noise. It sounds like someone dropping a ball under you every 5-8 mins. My brother and I couldn’t figure out what was making the noise. Talked with other campers and they heard it also. Still don’t know what was making the noise so often, but we now think it was rabbits or some other animal. Anyways prepare for is because you’ll hear it all night long.",
183,2018-05-26,[''],great hike!,
184,2018-05-26,['backpacking'],"Short, easy trail. I backpacked in and with a couple buddies on short notice and we were to the lake within 25 minutes while carrying our packs. Good for beginners or someone looking for a short jaunt.",
185,2018-05-21,['hiking'],Went around 6:30 pm after a spring rain and the colors were magical! The first bit of trail was rocky and gave a great little workout. Overall short/fast hike with lots of wildlife! I startled some deer on the way down.,
186,2018-05-18,['hiking'],"Fun short hike! The trail splits and either direction will take you to the lake. We stayed on the right path, a bit rocky and steep at times but not bad at all. Fun hike with lots of aspen trees.",
187,2018-05-06,['backpacking'],"End of April: ran into ice and sparse snow about the point the trail leveled out, ~2 feet of snow around the lake.  Snow was hard enough to walk on in some places, but if you don't have snowshoes plan on wearing water resistant boots for post-holing, with good grip for the icy sections.  Taking the right hand path upwards, the first half mile or so is pretty steep for out of shape students with backpacking stuff.  View across mountains just before lake was gorgeous.",
188,2018-04-12,['hiking'],"Mid April, 3ft snow, but trail is fairly packed. I recommend micro spikes to help with the slick inclines near the start. Also, wear boots. If you don't have snowshoes, you'll do a few snow lunges, particularly near the lake. Snowshoes will get in the way at the start, but would help the lake area be more enjoyable.",
189,2018-04-01,['hiking'],Went up it two days ago. Great views for such a short hike. Probably around 3 feet of snow but at the time that we went it was really solid so we we’re able to hike on the top of it though occasionally we would fall through a bit but we had good boots so it wasn’t too bad. Definitely would come back despite the snow.,
190,2018-02-03,[''],Snowshoed with the full moon. Wonderful night. So beautiful seeing the moon in the meadow before the lake.,
191,2018-01-15,['hiking'],"We loved this hike.  It was our first moderate hike, and it was really only bad because it was pretty icy, which made it a little more difficult than we expected, but once we got to the lake, it was amazing.  3 feet of snow that we were able to enjoy, ate a nice sandwich and watched the sun go down. was an awesome hike. definitely recommend.",
192,2017-12-28,['hiking'],"Always a good hike, and saw moose every time this year.
27 June 2017- 1 moose
14 Sep. 2017- 9 moose
23 Sep. 2017- 2 moose
30 Sep. 2017-3 moose

For those that don't like the steep part or have bad knees (especially going down), take the west trail. Go up Moose Track Lane by the rental store, right before the ""regular"" trail head. It will head west a short distance, and then do a 180 back east. The trail head is at the end of the pavement. A little longer than the ""regular"" way, but much easier.",
193,2017-11-16,['hiking'],"We LOVED this hike!  Yes, the first .5 are pretty steep, but then it is a nice stroll to the lake.  There is something so beautiful about leafless aspens against a light dusting of snow on the surrounding peaks.  We had the trail to ourselves but saw quite a few moose prints.  The lake was half frozen, and it was hilarious seeing the kids throw rock after rock trying in vain to break the ice.  We want to try this one every season of the year.  It's just that pretty.",
194,2017-10-30,[''],My favorite fall hike!,
195,2017-10-20,[''],Beautiful in the fall with all the colors!,
196,2017-10-17,[''],It's a nice trail for a quick hike. Went on a Monday and there were plenty of others enjoying the trail. Nice fall colors and great views of the ski resorts. I would recommend for an easy hike.,
197,2017-10-16,['hiking'],Good climb for the first 0.5 miles then nice and flat around the lake. Collared female moose in the lake.,
198,2017-10-16,['hiking'],"Had a great time up on the trail today.  Many leaves have fallen, some mud along parts of the trail, and we saw a beautiful moose in the water.  Some people were lounging in hammocks up near the water.  Great idea!  Many friendly faces along the trail.  There was a bit of snow along the shady sections of the hillsides.  We made a snowman!  Trail is easy to follow.  There is a section near the start of the trail that forks off and isn't marked.  Luckily other hikers told us to go right up towards the steep section rather than go left.",
199,2017-10-13,['hiking'],"Decent hike to see the Fall colors. I likely wouldn't hike it any other time of year. Super crowded, even at dusk on a Thursday. Took the extra steps up to Dry Lake, which was literally a dry lake this time of year. No moose for me on this one, only 2 whitetails. Easy hike. Very short.",
200,2017-10-07,[''],"Great trail with beautiful views!  I saw two moose today... one by the lake and one by the trailhead.  Both times I have been trail (on weekdays) there were a lot of people.  From what I have seen, I would not call it lightly trafficked.",
201,2017-10-07,['hiking'],Lovely views of the mountains surrounding Big Cottonwood Canyon. The hike is straight up then level around the lake.,
202,2017-09-30,[''],"Super easy and quick, great reflections during golden hour.",
203,2017-09-21,['hiking'],"This hike gets 5 stars because our primary goal was to see moose and we did! It is NOT a beginner trail, and folks who said little kids hiked it easily must be a family of hikers. It is steep, but not dangerous-climb up rocks steep. Once to the prairie and the lake it's pretty, but not that special when compared to magnificent vistas we see everywhere. We saw moose tracks along the way, and a moose with big antlers sunning by the lake (included in pics). For us, seeing the moose was worth it! We went at 10am on a weekday.",
204,2017-09-19,['hiking'],Fun easy day hike,
205,2017-09-18,['hiking'],My favorite fall hike! The elevation gain is mostly the first half. It is a bit rocky but nothing too difficult. My kids did it easily. The lake is beautiful and the trees are stunning. Even more beautiful at the end of September. Lots of moose,
206,2017-09-12,['hiking'],Solid hike for beginners. Many nice shady areas to hang out up top. Good shade along the trail. We saw a moose too.,
207,2017-09-11,[''],"A nice trail without too much traffic. A great option if you want to avoid the crowds at Donut Falls.

The steep portion at the head of the trail was tough for my kids to tackle.",
208,2017-09-06,['hiking'],OK for Mom,
209,2017-09-05,['hiking'],"I feel like I have kind of become a trail snob because I have gone on so many hikes this year that I am more picky than I normally would be, which is why I only gave it 3 stars. This trail is very steep. Pretty much straight up the hill side. You gain most of the elevation in the first 1/2 mile and it's also really rocky in places. That being said, since the steepness is a short distance it's not that bad. I saw a family with really little ones and they made it to the top. Although I wouldn't recommend taking really little ones as they could trip over the rocks and hurt themselves. I also think coming down is a bit dangerous in spots. I personally had to take fairly small steps and almost slid at one point because of the loose rocks and steep decent. The trail should have been made as switchbacks up the hill so that it was safer. The lake was nice and I bet the wildflowers would have been amazing a few weeks ago. When I got up there (labor day morning at about 9am) there were quite a few people...including yelling and screaming children, so I would recommend going early if you want to avoid the loud family crowds. I did the whole loop around the lake, which gets fairly overgrown. It was about 2.1 miles with that loop. Took me just over an hour.",
210,2017-09-04,[''],Short and sweet! We saw a moose and pretty much had the lake to ourselves.,
211,2017-08-26,[''],Pretty! Did this last week and tried to out run a fast moving lightning storm!,
212,2017-08-21,[''],this trailhead is on Big Cottonwood Road not in the neighborhood above. beware of moose! and bring a trash bag the area has many visitors and things get left behind,
213,2017-08-14,['backpacking'],Nice short hike with a great view,
214,2017-08-06,['backpacking'],"Spent the night with the wife and two kids- and a few yipping coyotes! And three moose- two of which were bulls. Busy night in the Cottonwoods I guess. Skeeters are present but not in Alaska proportions- wear deet anyway. Always a fun place. Only wish is that Utah Open Lands would sponsor some volunteer trail builders to put in some switchbacks going up the hill, it's a tough one for little kids. A gem so close to town.",
215,2017-07-30,['backpacking'],"Might be my new favorite spot! Good, steep hike the first half mile, but flattens after that to the lake The best parts:
1. The aspens are beautiful and I'm sure they'll look even better in the fall.
2. Flowers were in full bloom. Seriously, so many varities!!
3. Surprisingly remote! May be in part becuase it was mid week, but we saw only a half dozen or so people the whole trip.
4. We saw a moose! Two actually. They came out to the clearing right by our camp in the evening and stayed there most of the night. Needless to say we kept our distance.",
216,2017-07-29,['snowshoeing'],"I did this hike in february. Not sure how it is in the summer, but the hike was pretty much straight up...no switchbacks that we could find. It was beautiful up there though.",
217,2017-07-21,['hiking'],"Hiked up to and beyond Willow Lake yesterday morning.  The wildflowers were in full glory on this trail through the aspen forest, around, and above the lake.  The first 1/2 mile is a strong moderate climb.  But once to the top of the aspen forest, it is an easy hike.  Take the loop around the lake for additional views!",
218,2017-07-18,['hiking'],"Beautiful hike. The beginning climb was tough, but the scenery was great. Loved the Aspens. Kids loved seeing the baby ducklings up at the lake.",
219,2017-07-18,['hiking'],"Packed out a bucket full of trash - literally a 5 gallon pail of trash was up there along with a broken lid cooler, a nonstick griddle and a cast iron skillet left buried in the coals.  Granted we had to haul it a mile down the mountain but now I have a nice clean (free) skillet.  Pack it out and also please remember campfires aren't allowed here; we counted several rings.  It's short enough that rangers can easily check on you and we don't want any more forest fires.  Bring a lightweight camp stove instead (MSR pocketrocket is user friendly)",
220,2017-07-18,[''],"Hiking through the Aspen grove, wildflowers, and mountain views to the lake was amazing! Great trail.",
221,2017-07-14,['camping'],Did a quick overnight trip here two weeks ago! The lake is easy to access and there are plenty of flat areas for camping.,
222,2017-07-09,[''],Love this little hike. The lake is pretty and it is so quiet and chill in comparison to other trails.,
223,2017-06-28,[''],"Beautiful hike! Pretty steep at parts but the views along the way were stunning! The lake wasn't really that grand this time of year, but I loved getting there.",
224,2017-06-25,[''],"hiked this at 7.30 at night, with just enough daylight for this.  Steep and rocky for about the first 0.70 mile.  Levels out after that.   Gorgeous once your up in the clearing.  Watch for hummingbirds and moose!",
225,2017-06-23,['hiking'],"I hiked this trail packing 35lbs worth of toddler and gear on my back, with my kids (6,8,12). They all loved it and did great. The beginning of the trail was sort of a steep incline but we made.. The scenery was beautiful and the lake was nice to chill around.",
226,2017-06-23,['hiking'],So beautiful! I ran into a bull moose twice. One at the beginning of trail and then at the lake!,
227,2017-06-22,['hiking'],"My kids (5 and 7) and I hiked the trail for the first time on 6/22. Beautiful scenery throughout the hike, which begins with steady ascending trail. Dry conditions (loose dirt, rocks and sticks) made for a VERY slow decent. Would definitely do again, and highly recommend it.",
228,2017-06-21,['hiking'],"Nice, short, rewarding hike. There are several shoot off trails, but if you follow the most traveled trail you will make it to the right place.",
229,2017-06-15,['hiking'],"The snow is still melting so there were some very muddy, unavoidable areas at the top. The initial hike up was rocky and a little steep, but the views at the top were worth it. There was some snow for the kids to play in on the opposite side of the lake. This hike took 2 moms and 6 kids aged 2-14 about 3 hours.",
230,2017-06-14,[''],Hiked it 6/10. No snow at all on the hike. Such a beautiful hike and so relaxing and quiet. There wasn't much people hiking it that day. First bit of the hike is straight incline but overall it was very worth it!,
231,2017-06-10,['hiking'],"Like other reviewers said, steep for about the first mile. Hard with a toddler on your back but then evened out and easy to complete. Ran into a couple of big moose super close to the trail, keep your eyes open. Beautiful view at the top.",
232,2017-06-09,[''],"Nice little hike, but extremely crowded. It is actually surprisingly steep for the first mile or so, but levels out into a nice stroll the rest of the hike to the lake. Great little lake and well worth the hike!",
233,2017-06-04,['backpacking'],Backpacked here overnight on 6/4. There is no snow on the trail and hardly any around the lake. Perfect hike for this time of the year.,
234,2017-05-28,[''],"Great with two kids 5 & under, but after walking through the snow to get around the lake we had wet feet. It was the perfect distance for the kids - and enough uphill on the way up that we got a little bit of a workout too.",
235,2017-04-23,[''],"Lots of snow, wish we would of had micro spikes.  The lake is covered with snow still. Very pretty views ~ we will be back to do this in the summer!!",
236,2017-03-24,[''],"Great, small hike. A little steep for little kids, but mine were able to do it with some help down. Saw some moose at the lake. A lot of fun.",
237,2017-03-15,[''],Love this hike. Absolutely stunning in the fall,
238,2017-03-14,['hiking'],Strenuous at the very beginning but then becomes a great hike. Once you get out of the aspen grove it flattens out a big and offers spectacular views.,
239,2017-02-28,['snowshoeing'],Fun short hike on snowshoes. Went on a beautiful sunny day and loved it!,
240,2017-02-14,['camping'],"Willow lake is a short fun hike that gets your heart going for the first but of incline then mellows out through beautiful aspen trees.  You reach the lake in no time and can hang out there for a while or keep going up to Dry lake, which is just a big dry area.  The way up to Dry lake is tricky and the trail is small and overgrown, but a fun little jaunt as well.  I did this  hike with my Brother in Law and nephew.  We stayed 2 nights up there and enjoyed every minute.",
241,2017-01-15,['snowshoeing'],Easy snowshoe to the lake on a well traveled trail the day after snowstorm.  Climbed beyond the lake to the ridge where you can see the almost the entire Canyons/Park City Ski complex. Great View on a sunny day and was great to get out of the inversion in Salt Lake City,
242,2016-10-30,['hiking'],"Fun to do in the morning. Took a minute to realize the trail began after walking up through a paved road and houses. The very beginning of the hike was quite steep but manageable. With a break to enjoy the surrounding views and feed the ducks, we took about 90 minutes total.",
243,2016-10-24,['hiking'],,
244,2016-10-24,[''],"Loved this hike. The beginning is steep, which provides a nice workout. The rest is pretty mellow, but very beautiful. We made it there and back in about 2 hours. We only encountered 3 other groups of people, but not close enough to even say hello. We went late fall on Sunday morning.",
245,2016-10-02,['hiking'],"A quick, easy hike. Very scenic and enjoyable.",
246,2016-09-29,[''],"Very steep. I had expected some incline, but not like what it was. For the frequent hiker, it won't be an issue, but may be more difficult for others. I would not recommend for little ones. Overall tough, gorgeous hike, and I will go again.",
247,2016-09-28,['hiking'],"Beautiful lake. It's a steep but intense hike to get there, but easy on the way back. It's a nice little daytrip, and you can get a good workout and a nice place to relax.

Leave yourself a few hours to sit and enjoy the lake.",
248,2016-09-26,[''],"I had heard this hike was steep but I wasn't expecting it to be as steep as it was. That being said, it was still pretty easy. It's a very short trail and all the aspens are beautiful.",
249,2016-09-25,['hiking'],"hiked this trail this morning in the cool, crisp Fall air (33F). First .4 miles was 500' vertical, after that, an easy hike to and around the lake.  Beautiful colors around the lake and surrounding area.  Took 30 minutes to the Y near the lake from the TH",
250,2016-09-16,['hiking'],Beautiful quick easy hike in and out in an hour.  I didn't have an issue with flies although many have reported that they do.  Hike is steep but short.  Ducks up at the pond will eat out of your hand.  Be sure to follow the trail all the way around the lake for a great chance to see moose.  Reflection of the Aspen Trees in the water is worth the trip for sure.  Great hike if you only have an hour to kill.,
251,2016-09-11,[''],"Beautiful hike! Pretty steep, but it is flat in spots so you can catch your breath. Lots of shade. The lake is definitely worth it! Go in the fall! The colors are so pretty! Lots of wildlife!",
252,2016-08-28,['hiking'],Fun hike and saw a moose! I'm told moose sightings are frequent on that hike. We took the trail a bit further and explored the area, very pretty.
253,2016-08-22,['hiking'],"Very steep from the beginning of the the trail , it's shade and lots of moose around. Easy to find the trail just park on the side road and get on the trail. It's easy but it's a workout.",
254,2016-08-22,['hiking'],It's not a bad hike. Fairly easy.,
255,2016-08-13,['hiking'],"Just got back from this hike and I thought it was great! There is a paved road on the left side of the road and you go up that a bit and then turn up to the right when the road goes down and left or right. There are not any signs.There is a fork toward the end and you go to the left to get to the lake. 

Maybe bring some food for the ducks because they will walk up to you and even eat out of your hands, if you don't mind the risk of a bite. The aspen tree's were beautiful and there were some nice flowers, but the fields were not full of them.  We got up there around 8 or 8:30 and it was great weather and great view with the sun on the lake. It's kind of steep in that the 600 plus feet is done in just one mile, but definitely manageable and well worth the short hike. The meadow is beautiful and to is the lake.",
256,2016-07-29,['hiking'],"enjoyed the hike through aspens and wildflowers.  Small, pretty lake with ducks.  Views of Solitude are nice.  Majority of hike is uphill requiring a handfull of rest stops.",
257,2016-07-27,['backpacking'],I backpacked up near the lake in hopes to camp overnight in some solitude.  I quickly found out that this area was quite popular.  There were a lot of other campers (this was on a Friday night).  Other then that it was a great little trip. Gorgeous little lake with an awesome view of Solitude. I had heard that the lake is a great place to catch a moose sighting and sure enough I woke up to a big bull grazing about 20 yards from my camp.  Pretty amazing :),
258,2016-07-25,[''],Great scenery all throughout the hike!,
259,2016-07-25,['backpacking'],Great hike and beautiful scenery. Had no problems with bugs. Saw two Moose and quite a few deer while there for the night. The Stars were extremely bright at night. Would highly recommend for a hike and for backpacking. There are multiple camp site locations you can set up at.,
260,2016-07-19,['hiking'],"I like to come back into Alltrails from time to time to see if there are hiking trails I have been in the past or trails that have just been published.  I completed this one not using the normal route but came at it from above.
It was the first snow of the year and we were coming across the Wasatch crest.  We were about 3 mile into it and decided that Willow Lake would be a good way to get down and out of the wind.  Once off the ridge we spent quite a bit of time checking out this area and then took the normal trail out.  Luckily some one in the group had already thought ahead and left a shuttle vehicle at the bottom.  This is a beautiful area with plenty of side trails.",
261,2016-07-10,['hiking'],"Had planned to camp overnight but as others have mentioned the flys were overwhelming. Couldn't stop and put down my pack without becoming instantly swarmed.  So I just hiked back down. That said, it was a worthwhile short hike. 

Several have noted that there are two trails that end up at the lake. The one listed here on AllTrails originates in a small neighborhood with ""No Parking"" signs everywhere. I personally had to go about a half mile farther up the canyon and park on the side of Big Cottonwood Canyon road and take the other trailhead, which is clearly visible from the road.",
262,2016-07-10,[''],"Descent hike, beautiful scenery, but the lake was uneventful and the flys made the trip difficult.",
263,2016-07-07,[''],"Couldn't be prettier! Wildflowers are all out in full bloom and it's just beyond lush! We got to the very end and turned around because of a mom moose and her babies.. We were afraid to get close. My kids 8 and under did great on this. We started up Moose Track road and took the sharp right at the intersection. That turns into the trail. It was a nice steady incline, not too hard for the kids. We went in the evening and didn't see or experience any flies like other people mentioned. I wonder why? We will definitely go back!",
264,2016-07-03,['hiking'],It was a pretty short hike with lots of shades and many wild flowers. Took me a little over 30 mins to reach the lake. The lake itself is not too impressive but I definitely enjoyed the trail.,
