,Date,Tags,Comments,
245,2018-07-22,[''],Easy going trail that weaves between bush and rocks at the start and gradually gets very steep towards the end- though it's in the trees and away from direct sun. Beautiful falls at the end.,
246,2018-07-22,[''],"This hike was a little difficult, but so worth it. We just took breaks going up the steep part and and eventually made it to the falls. We watched the sunset and the view of the valley is gorgeous. Then we hiked back in the dark which was a lot of fun!",
247,2018-07-22,[''],Did this hike this evening with our 13 month old in a back pack. It was absolutely amazing!  Not for the weak minded!,
248,2018-07-21,['hiking'],"This hike was a fun one.   We encountered all manner of hikers out here.  There were the just out for a stroll variety and then the hard core this is my work out variety.    For the easy stroll just walk up to the resevoir.   For the more serious ones go on up to the waterfall.   Note:  there were plenty of signs warning about the dangers associated with the waterfall; also a law enforcement officer we chatted with on our way  up said they usually ""lose about one a year"".   Having said that, the waterfall fell into the category ""probably  safe if you don't do stupid things"".   Good hike and viewing the map it looks like there's another lake a little further up from the water fall.   Will probably do that one next.",
249,2018-07-17,['hiking'],"Once you get past the lake, the trail is much more fun and the waterfall and surrounding canyon walls are stunning.  I wouldn't rate this as difficult especially compared to Mt Olympus..",
250,2018-07-17,['hiking'],"Worthy of a visit. It's a very simple, well-worn trail to follow and there are some nice views at the falls. You won't be disappointed",
251,2018-07-16,['hiking'],I went about a month ago and my mom's friend tore a ligament plus the hike is not moderate at all it is really hard.,
252,2018-07-14,['hiking'],"This trail is a strenuous one. It’s nearly a mile from the parking lot to the trailhead, so plan accordingly. The temps were right around 100 in early July, so bring plenty of water. Steep steps and large rocks are prevalent for much of the hike, but the waterfall is a beautiful destination. The upper portion is even steeper than the lower, but it’s worth the wobbly legs you’ll have at the end of the hike!",
253,2018-07-12,['hiking'],Beautiful trail! The lake is gorgeous. Highly recommend.,
254,2018-07-12,[''],"beautiful, shaded, and not too long. I was able to get up to the falls after work in the evening and race the sunset back down the mountain in just a couple of hours. gorgeous views and it was too crowded on a Friday night.",
255,2018-07-11,['hiking'],"Amazing trail! Pretty easy until the last part to the falls. I did see a mountain lion on the trail a while back. Probably not there anymore and very unlikely to see one, but be cautious!",
256,2018-07-10,['hiking'],"Very nice hike with great views over the city for the first part. Definitely worth going all the way to the falls! The trail isn’t perfectly marked, but it not difficult to follow.",
257,2018-07-10,['hiking'],This trail is rated at a hard but we did this on July 4th and it was relatively easy until you got to the last half mile. The last half mile is kind of steep but the water fall at the end is totally worth it.,
258,2018-07-09,[''],The trail is beautiful. It is difficult but the waterfalls are awsome. Really enjoyed this beautiful trail. Should take plenty of water as during hiking you will not find drinking water.,
259,2018-07-08,[''],This is always one of my favorite go to hikes. It is always a killer after the long lazy winter but always worth it.,
260,2018-07-07,[''],"This trail kicked my butt since I haven’t been hiking in a long time, but I loved it! Hard, but will be easier next time ;) waterfall was beautiful and very refreshing",
261,2018-07-04,[''],"This was a really cool trail! Loved the reservoir, and the hike! The waterfall was gorgeous. The map was hard to follow, and we got lost more than once. But definitely a beautiful hike!",
262,2018-07-04,[''],This hike is torture but fully worth it. Take lots of water stay warm and prepare for climbing and steep areas.  Be prepare and make sure to stay hydrated!,
263,2018-07-02,[''],I hiked to the falls this morning and it was so beautiful. The first half mile and the last half mile before the falls were very steep. It really got my legs burning. My GPS said it was more like 1.7 miles from the sign that says 1.2 miles to the falls.,
264,2018-07-02,[''],Heart rate up!,
265,2018-07-02,[''],Something for everyone!,
266,2018-07-01,['hiking'],"Rigorous hike. Beautiful waterway. You've got to spend time on top of the falls! There are some crystal clear pools to cool your feet in, rest, hydrate, have a bite, and just take it all in. I also highly recommend exploring the river off trail from the bottom of the falls.",
267,2018-07-01,[''],"4 stars because the trail to the reservoir isn't very fun. However everything after that is so beautiful and the end result is wonderful. Take time at the end to explore above the waterfall. There are pretty pools and other beautiful water features. The last probably 1/3 of a mile is very steep, but it is nice and shaded.",
268,2018-06-30,[''],"First time hiking to the falls and I felt like it was fairly well marked, although I kept asking those coming down just to be safe. The trail is actually pretty easy until maybe the last half mile. The waterfall and views are beautiful!! Took me and a friend a few hours round trip with some stops.",
269,2018-06-30,['hiking'],"I left my toddler's small, blue and yellow flip flops somewhere along the trail between granite trailhead and the reservoir. I uploaded a photo of the shoes in the photos. If anyone finds them, please text me at 801-653-0403!! Thank you:)",
270,2018-06-29,[''],"great trail the reservoir was super beautiful. the trail is not too hard, it is actually pretty easy.",
271,2018-06-27,['hiking'],"Arrived mid-day at the parking lot at the trailhead and no spots. Was told there was a overflow lot about 200 yards up the road which was empty. Great hike and good leg workout the last 1/5 mile up to the falls. The second 1/2 of the trail was well covered and protection from the mid-day sun. A lot of water coming over the falls made a good sight as well as cooling mist. Overall, highly recommend it.
***NOTE: There were a good number of other hikers on the trail but there were enough with poor etiquette that took away from the enjoyment of many: 1) don't play your music - especially at high volume so we can hear you 100 yards away, 2) leave no trace (don't carve names, don't drop your trash...), 3) descending hikers have the right of way",
272,2018-06-25,['hiking'],"My GPS hiking watch had us at 6 miles by the end. Definitely seems like the measurements here are iffy. Fantastic hike, though. Last mile or so is almost completely uphill, with the final stretch VERY steep and rocky. It's definitely a workout, but well worth it. I hiked this with my 10 and 12 year old sister and brother, and they did great. Waterfall and views are gorgeous. We hiked Saturday from 1-5 pm and there were definitely others on the trail but not enough to cause inconvenience to our hike or anything.",
273,2018-06-20,[''],"I have to say that anyone for the most part(people transplanting from other states) if you are giving hikes a 1 star rating, you obviously are not able to see any beauty in most things. Go back to Jersey(you know who you are) And quit polluting our state(people from Cali) you also know who you are. Utah has been one of America’s best kept secrets for a long time. How about you respect it and see it for what it truly is.",
274,2018-06-18,['hiking'],This hike was gorgeous!  We started at about 7pm from the Bells Canyon Granite Trailhead and it took until about 8:30 to get to the Lower Falls.  Didn't stay long there because we only had another 30 minutes of daylight.  Got back to trailhead at about 9:45 though when you head back down you're still in the direction of the light.  Definitely recommend a hat for non-shady parts as well as bug repellant.  A hiking pole is helpful but not completely necessary.  Great workout and definitely worth it.  Also NO DOGS allowed on this trail.,
275,2018-06-18,[''],This hike was jaw droppingly gorgeous. I couldn't believe how big the payoff was to get to the top. Make sure to take your time and explore the different paths at the beginning, almost all of them lead to the top.
276,2018-06-17,[''],"more demanding than expected,  well worth it",
277,2018-06-16,[''],The first part of the hike has no shade so make sure you have lots of water. Once you pass the small lake it really gets pretty. Great views and fun family hike.,
278,2018-06-16,[''],43t3,
279,2018-06-16,['hiking'],Great varied trail. starts of on sandy trail through bushes with marveloud Valley Views until you meet the pretty lake. Continues through rather dry vegetation until you hit the stream leading up over steep rocky trail to teh waterfall. Great trail. almost stepped on rattle snake. We measured a bit over 6 miles and could not find any trail info how muh farther up for second fall and lake,
280,2018-06-15,[''],My go-to hike. Great workout and a beautiful trail running adjacent to a strong stream.  Enjoy the mist of the falls at the top and some cool shade.,
281,2018-06-13,['hiking'],Initial ascent is a workout, so is the last half mile climb to the falls that could get technical in some spots. In between is easy so you can sandwich a run here if you're into that. Start early to avoid crowds and allow about 4 hours for the round trip and gawking time.
282,2018-06-13,['hiking'],"Beautiful trail! I just moved to the area from Cache Valley and have heard all about the hiking, that view definitely did not disappoint!! Saw a medium sized rattler just past the lake, don’t forget to be aware! Also, take your garbage with you.. was saddened to see garbage along the trail.",
283,2018-06-11,['hiking'],"nice hike, most of the beginning park is sandy with only a slight increase then it gets a bit steeper and more rocky. we logged it at 5 mi or just slightly over to get right up to the water fall. View at the end is definitely worth it. Can get pretty crowded, lots of tourists. It was rather cool the day we went and bugs/flies weren't an issue at all.",
284,2018-06-07,['hiking'],"I don't hike as often, but after seeing the beautiful view in the end, I will definitely do it again! I went with my friend who has asthma and new to hiking. We took multiple breaks and stayed hydrated. She used her inhaler twice but other than that she did great! My fitbit showed that we walked 5.6 miles though. We finished it with 4 hours which we spent the most at the top steep/rocky part.
Bring lots of water with you and sunscreen lol. One annoying part was the flies! Bring bugs repellent if you plan to go.",
285,2018-06-07,[''],Nice trail. Last 1/4 of hike to the waterfall is a pretty steep rock scramble.,
286,2018-06-06,[''],"Great trail with great scenery ranging from streams, a lake, meadows, forest, and a beautiful rushing waterfall at the end. Terrific views of the valley and mountains throughout. We sure don't have this back in the midwest where I'm from!",
287,2018-06-04,['hiking'],Really pretty hike! Gets pretty tough at the end but worth it!,
288,2018-06-04,['hiking'],Beautiful.  Worth the end.  With all the rocks it seems a lot further than stated.,
289,2018-06-04,[''],"Beautiful hike. Lots of wild flowers, beautiful views and wildlife. Biggest regret is not having bug spray. Lots of annoying biting flies, they drive me crazy. I thing the trail rating should be moderate. Steep section at the end but not a tough hike. I did it with 35lb child in a back pack carrier.",
290,2018-06-03,['hiking'],"Hiked up this trail yesterday (6.2.18) it was a beautiful Saturday afternoon which made it heavily trafficked. Really nice and clean trial. Rocky and narrow path getting to the waterfall, but amazing views and large waterfall at the end!! Would definitely recommend! Not an easy hike — as a slower hiker I’d say moderate-hard hike. Bring plenty of water and a camera!",
291,2018-06-02,[''],Awesome view two great to describe you have hike it to experience it,
292,2018-05-30,[''],"Clocked 4.9 miles on my fitbit, (part of that is through the neighborhood to get to the trailhead)
 .9 feels like a lot longer, when it straight up hill. But it's a good work out. Waterfall is beautiful.",
293,2018-05-28,[''],"It has great view points but since it’s so well known, it was packed with families and teens playing loud music. We had to stop several times to let groups pass... If you are a professional and want a quiet hike that is still challenging, don’t go here, unless it’s before the sun rise and crowds.",
294,2018-05-28,[''],Ran down this trail after making it to the lower falls.  Superb hike and technical run down over boulders and smooth runs.  Definitely a gem along the wasatch front.,
295,2018-05-27,['hiking'],"Great hike to lower water falls. No snow on the trail. Lots of water going over the water fall. Did this with 8 and 10 year old. Last half mile is more step, but not to bad.",
296,2018-05-26,[''],"Perfect little hike for awesome views of the salt lake valley.  Gorgeous trail.  I started on the northern trailhead, just below the mouth of little Cottonwood canyon.  Steeper than the other southern side but I like his end more",
297,2018-05-26,[''],"It feels farther than it is, but it's an enjoyable hike and totally worth it!",
298,2018-05-26,[''],Would definitely rate it as moderate and not hard. Beautiful views!,
299,2018-05-25,['hiking'],"Hard but totally worth it!! Be prepare to be sore the next day, and drink a lot water.",
300,2018-05-25,[''],"The waterfall is insanely amazing and breathtaking. Worth every difficult step (especially the last part).
I was planning on 4.4, but somehow ended up with 6 miles round trip. I’m not sure if there’s an entrance that I missed at a different spot. Six miles made it quite long, and we had kids with us. We got so far committed, we couldn’t turn back, but t proved to be difficult with young ones.
Definitely worth it!!",
301,2018-05-24,['hiking'],"Bells Canyon Trail was my first ever hike in Utah, first mountain land and VERY FIRST WATERFALL!! The views are good at first but there are houses just a few hundred yards away. However, they get more and more amazing as you pass the lake and the stream. Once you get closer to the falls the hike becomes pretty steep but it’s worth it. Amazing place all around.",
302,2018-05-24,[''],"From the start of the South trailhead near Pepperwood, our distance totalled JUST UNDER 6 MILES ROUNDTRIP, definitely not 4.4...though I see the map to this uses the other trail start... Just be aware! We do this hike about once a year and love it. VERY clean (good job picking up your trash, everyone!) 
Its basically the kitchen sink of hikes...steep stepping, nice smooth forest trail, some safe scrambling, scrub oak, pine forest, desert, shaded creekside trail, bridges, a fun reservoir, beautiful wildflowers, AND OF COURSE THE GORGEOUS WATERFALL! We did this with my brother and sister in law with our combined 5 kids. Our 3 year olds were very very slow and had multiple meltdowns, but we made it...in about 6 miserable hours, but that view is SO worth it! We hike very often, though, and I'm not sure I would recommend this to other familes with young kids, unless you're ready to help carry them! For most, the reservoir is a great destination with plenty of accomplishment.",
303,2018-05-21,['hiking'],"Fun, quick, and fairly easy hike.  Lots of shade but I’d still recommend bringing sunscreen.  The cold water from the river makes it cooler as well.  Parking is a little bit limited so going earlier in the morning or on a Sunday allows you to avoid the crowds which can limit your pace both up and down the hike.  All around a great hike to get your legs burning and help work up to bigger trails like Mount Olympus or Ben Lomond.",
304,2018-05-21,['hiking'],"Views are gorgeous. The last quarter mile to the falls is an absolute booty burner, but it’s definitely worth it once you get to the top. Fair amount of rocks. I would recommend shoes with decent traction and support.",
305,2018-05-20,['hiking'],Still my favorite one! Beautiful view during your entire hike!,
306,2018-05-19,[''],This was a great leg workout for sure!,
307,2018-05-19,['hiking'],Amazing canyon view. Mission completed.,
308,2018-05-18,['hiking'],Love this place .  The waterfall was definitely the hi-light.  :),
309,2018-05-17,['hiking'],Don't do this trail after a leg day! Lots of elevation gain in a short distance so prepare for that. I do this trail every year. The view and the waterfall are gorgeous!,
310,2018-05-17,['hiking'],Difficult climb up to the falls but worth the effort. The falls are spectacular and you also get a nice view out amongst the valley. Bring plenty of water and some trail snacks.,
311,2018-05-15,[''],"It's a very rocky trail in some places, but very rewarding. the Falls and View of the Valley are gorgeous.",
312,2018-05-13,[''],Hiked up last Sunday (started about 10am) it was warm but not too bad. Last bit was steep and I had to stop a few times to catch my breath but once you make it past there and you start getting closer to the falls it gets much easier and cooler temperature wise. Definitely worth pushing through the hard part. Plenty to look at once you get there.,
313,2018-05-09,['hiking'],"The lower falls are beautiful. It was worth the 2 miles over 1,500 feet elevation (it was a good workout). Lots of rocks on the trail.",
314,2018-05-09,[''],Very hard for non-hikers!,
315,2018-05-08,[''],"It’s fairly steep at places with large rocks, but the trip is worth it. Amazing to have this so close to town. Parking lot was full on a Tues late morning when we arrived and still full when we left early afternoon. When you get to reservoir, take trail to the left.",
316,2018-05-08,['hiking'],"Breathtaking views.  The parking lot was at capacity on a Monday morning. The trail is well maintained and easy to follow. It’s pretty steep and a few stretches required some boulder climbing. At 50 something, I was glad to have my poles to take some stress off my knees.  The Falls are spectacular and there were several groups of hikers soaking up the scenery and stopping for lunch.",
317,2018-05-07,['hiking'],"Really nice hike. We had so much fun today. The last 
.7 miles is the worst part. It is straight uphill and feels never ending. The few of the waterfall is incredible!!",
318,2018-05-07,[''],Great trail.  Pretty good workout going up to the waterfall which is amazing. Once you get to the waterfall go down a bit to the rocks. You can an amazing view of the canyon and SLC. Great place to relax for a bit. I would definitely do this hike again.,
319,2018-05-06,['hiking'],Worth the work,
320,2018-05-06,['hiking'],"We absolutely loved this trail! The reservoir was peaceful and the hike to the lower falls was challenging. We didn’t have our trekking poles which might have helped, but we made it. Very rocky and steep as you get near the falls so be prepared to work, but the payoff was amazing. Not huge crowds on a weekday late morning, but I suspect that changes on weekends.",
321,2018-05-03,[''],"Hiked it yesterday before the rain came in. Trails were dry, we ran into a little snow in a 20-25 foot section before the turn off to the Falls. The Falls were beautiful and full!",
322,2018-05-03,[''],"I went last Saturday and it was perfect weather. This is my favorite hike. I have done it several times. Moderately challenging, good combination of flat, rocky, and steep areas, and absolutely beautiful! Plus, your reward is an amazing waterfall and plenty of places up top to lay down and relax. I brought a book and coffee and stayed for several hours. Highly recommend it!",
323,2018-04-28,['hiking'],Beautiful trail! My 9 & 11 yr olds made the hike with me and my recording said it was 6 Miles roundtrip from the south parking lot. Trail was nice and there was just the tiniest patch of snow near the top - not a problem with good tennis shoes. Stunning views of the valley and we loved hiking next to the river.,
324,2018-04-28,[''],We hiked this twice last summer and its one of my absolutely favorite hikes! Tough but so worth it! The falls are gorgeous! Wear good shoes/hiking boots and be ready for a workout. Definitely worth it!,
325,2018-04-28,[''],"Not an easy hike, though a rewarding one.  Right now there are some icy patches that were hard to get up so make sure you have the right shoes. Be prepared for one steep hike!",
326,2018-04-26,[''],"Amazing hike with so many beautiful views along the way. Some tough areas here and there, but it has the perfect tempo and is worth the work.",
327,2018-04-25,[''],Great hike! Awesome waterfall!,
328,2018-04-24,['hiking'],What a hike!  This one passes through a variety of scenery and terrain.  There is no way we could have made it the last leg without our spikes.  The trail seemed much longer than 4.4 miles.  Loved the views of the reservoir and mountains.  The waterfall was more beautiful than I had imagined.  Wear good shoes!  This hike is no joke.  We saw a family with cheap flip flops and a baby strapped on one of their backs trying to scale those rocks.,
329,2018-04-24,['hiking'],"Wow this hike was more than expected. Beauty everywhere. Loved every single point of it. A cute little reservoir, overlook of sandy and the waterfall at the end. The last leg of the hike is strenuous but keep it going totally worth it. Carry loads of water. Bottom line don’t back out. Go do it.",
330,2018-04-23,[''],Beautiful hike. Fairly easy till the last 3/4 of a mile. Lots of rocks and steep climb.,
331,2018-04-23,[''],This is a moderately difficult hike with great pay off at the end.,
332,2018-04-22,[''],Worth the climb. Nice view of the water fall.,
333,2018-04-15,['trail running'],"Great short run — steep, rolling hills and really steep — everything you need.",
334,2018-04-15,['hiking'],We went up today and it was beautiful. Be prepared for lots of snow on the upper trail! I had my yak tracks but others on the trail did not and had to turn around before the falls. The last .5 is steep! My legs and lungs were burning but it’s so worth it to see the falls in snow and with less people than summer.,
335,2018-04-11,['hiking'],"The last mile or so of the trail still has packed snow, making the hike down a little slippery. I didn't have spikes and managed fine with good hiking shoes and a wooden stick I found near the trail =). The first and last parts of the trail will get your legs burning, but the view at the end is totally worth it. There's plenty of beautiful spots along the trail to stop and rest and enjoy the beauty.",
336,2018-04-10,[''],"Went up yesterday, still snow/slush on the last bit, tricky on the way down without spikes but doable.  A great short but intense hike.",
337,2018-04-09,[''],"I hiked this trail a couple of times last year (2017) just lovely views and a feeling of accomplishment, specially if have to do it with a bunch of wining kids!! But overall I loved it!! Can’t wait to do it again!!",
338,2018-04-02,[''],I love this trail! We hiked Easter weekend. It is well marked now with signs to the lower falls. This is a heavily traveled trail.  There is still snow and ice throughout the trail between the lake and the falls. Ice spikes/cleats are strongly suggested.,
339,2018-03-18,[''],"I did this trail in February and it was cold enough to have gorgeous ice on the falls, but warm enough that the trail was either slushy, or super icy.  I was so glad I had my spikes to hike the gorgeous last section that was steeper and so slippery.  The trail did not feel stressful at all until I braved walking closer to the falls and then I took it very slow, but it was definitely doable.  Here is my blog post if you want to see pictures.  http://shaunasadventures.blogspot.com/2018/02/i-did-this-hike-first-week-in-february.html?m=1",
340,2018-02-14,['hiking'],"Spectacular views ever improving as you're always gaining altitude. I couldn't get to the Upper Falls because of heavy ice and snow, but the trek up to the Lower Falls was rewarding enough: beautiful scenery all the way through. Best thing about hiking up there in the winter: no crowds. Truly worth it!",
341,2018-02-14,['hiking'],"The weather was perfect today, we hung around the reservoir for a while before heading up to the falls. It is so beautiful up there. The ice made for a difficult climb to the falls. We were forced to turn back about a half mile before the falls because the ice was too  slick for my 5 year old to safely climb. we slipped and fell several times coming down, but overall it was awesome. We did this last year when my son was 4, and he made it to the top without any problems, so I wouldn't consider this as rated hard. It is a steady incline all the way up, but it's not bad.",
342,2018-02-04,['hiking'],"I was shocked at how big the waterfall was this week.  Fabulous!  If you want to actually get a good view of the waterfall (not recommended for those with kids or carrying kids) make sure you have hiking sticks, and a good treads on shoes that your ok if they get muddy.  If you take it slow, use the 4 point system, and watch for the large switchback that heads west, you will get down to the bottom where there is a really amazing view of the water all without trees blocking your view.  You can see the area in 360 degrees on my blog Shaunasadventures.  ",
343,2018-01-24,[''],Hiked this last week. The frozen falls and river are awesome,
344,2018-01-15,['hiking'],Beautiful,
345,2018-01-15,['hiking'],"Challenging trail but quick and view worthy. Since local temps have been high, trail is relatively clear of snow and ice till you start in the direction of the falls. From there on, I highly recommend show spikes or something to keep you from falling.",
346,2018-01-07,['hiking'],"I hiked this trail for the first time-Dec.5
My friend and I both loved it.  We were so glad we had our spikes on and our poles in hand-trail was quite icy.  Scenery changed frequently. Trail was pretty easy to follow.  It got pretty steep about the last 1/3 mile but it was well worth the effort. We found a nice spot above Falls to sit and enjoy a cup of hot soup. (Thanks Betty).  We both can’t wait to go back.",
347,2017-12-31,['hiking'],"Most of the trail is iced over, microspikes needed. Saw a few people turn back because it was too icy. 
The beginning of the trail is so-so and not very exciting. After about .7 miles, it starts getting tougher but also more beautiful scenery. This is my first time on this trail but I have to come back in the spring/summer because it seems like it’d be beautiful. Most of the trail is moderate, only the last .5ish miles are hard. Very steep towards the end. Also very rewarding.",
348,2017-12-29,[''],Started at the Sandy Trailhead. Snow and ice. Take spikes and poles.,
349,2017-12-19,[''],"Snow covered and a little icy in some spots. Beautiful waterfall at the end, and it’s frozen right now!",
350,2017-12-08,['hiking'],"I hike this often, but the first time in the winter. it is gorgeous right now and only slippery in one spot!! i highly recommend going this week. moderate hike if you are used to hiking.",
351,2017-12-04,['hiking'],"Gorgeous hike with the snow.  Most of the way is fairly easy, gets steeper towards the end.  We ended up going past the falls about a half mile to a gorgeous overlook.  The part between the falls and the overlook is even more consistently steep, but worth it.  The snow was beautiful!  We took trekking poles, which was a huge help on the way down with the slush.",
352,2017-11-29,[''],Last bit was steep but worth it. The Falls were beautiful!,
353,2017-11-27,['hiking'],"We did this one on Thanksgiving Day.  Beautiful hike, fairly easy until the last little bit.. I'm in moderate shape and I had no problem doing this hike though I did have to work hard. I used hiking poles which made a huge difference both in getting up that last steep bit and in saving my knees on the way down.  We went just above the falls and my hiking tracker put the trip at 6.4 miles with an elevation gain of 1726.",
354,2017-11-26,['walking'],It’s a great hike to do with your family. Would highly recommend.,
355,2017-11-25,['hiking'],"Very very rocky. The waterfall at the top is beautiful. Started around 10 and it was cold at the top, but on the way down we had to take off our jackets. A little too precarious for running in my opinion, would only recommend to experienced trail runners.",
356,2017-11-25,[''],Fun hike. Trail is pretty once you get past the reservoir.,
357,2017-11-12,['hiking'],"Beautiful hike, the last mile or so is straight up to the falls. Prepare for burning quads, even if you are in good shape.",
358,2017-11-04,['hiking'],"pretty and a great workout. went a week ago and started late AM, it was cool at first, cold right at top by falls, and warm on return. layer!",
359,2017-11-02,['hiking'],Did this a few weeks ago and the fall colors were breathtaking. A lot of scenery changes and a lake on the way! It’s not too tough until the last third of the trail... and that’s UPHILL! Totally worth the hike and great views into the valley from rocks adjacent to the falls. I’d do this one again any day.,
360,2017-10-25,[''],"Steep uphill, pretty drastic temperature change as you go up, but gorgeous",
361,2017-10-23,['hiking'],,
362,2017-10-22,['hiking'],"Pretty steep but nice hike. Also be ready for a temperature change as you go up the mountain. It took us about 1.5 h up and 35 min down. We ran down though. Beautiful views along the way and at the top. Trail is in good condition, well marked, and easy to follow. Certainly worth the effort!",
363,2017-10-22,['hiking'],One of my personal favorites!,
364,2017-10-17,['hiking'],Total time 2:25 min. Even paced. Few stops to admire the PERFECT conditions. Ave. Pace 2.5 mph.,
365,2017-10-16,['hiking'],"Did my first solo hike on this one and it was awesome.  Beautiful fall colors everywhere especially the fact that the weather was absolutely fantastic.  Hard hike but the view was worth the difficulty!  There's some snow around as you reach higher ground.  The trail definitely gets a lot steeper as you go high ground so be prepared.  Whether you're doing a solo, partner, or group hike, and you're up for a challenge, this hike is one of those!",
366,2017-10-16,['hiking'],"Such a beautiful hike! The fall colors are stunning! We did it in the morning, it was chilly at the top and there was some snow, but the trail was really well marked and not too muddy.",
367,2017-10-15,['hiking'],Well worth the effort to the top. Great views.,
368,2017-10-15,['hiking'],Hard but worth it,
369,2017-10-14,[''],It's a good hike with good view very nice,
370,2017-10-11,[''],"I did it with my  10 years old boy, sometimes hard but really worth it. We reached the lower falls.",
371,2017-10-09,[''],Fun little hike. Worth doing for sure.,
372,2017-10-08,['hiking'],"Easy/moderate hike to lower waterfall, Beautiful fall colors while snowing the last half mile to the waterfall was Gorgeous!",
373,2017-10-08,[''],"This trail was perfect for a 75 degree day! The waterfall is definitely worth the steep rock trek towards the end, which was pretty tough, but not impossible, for me. And the view of the valley/canyon with the changing leaves isn't half bad either!",
374,2017-10-03,['hiking'],SO GORGEOUS! Loved it!,
375,2017-09-29,['hiking'],"We started at the granite trailhead and hiked over the hill into the reservoir, and then up to the lower Falls.  First part of the trail is really really ugly and in the sun.  The lake is nice and looks like it is a really fun place to hike with small kids. Then the trail starts to get really beautiful but really really steep, and it is relentless till you get to the turn off for the falls.  Lots and lots of rock hopping up the wash that is the trail.  The falls were very nice and worth visiting, and the second part of the trail is beautiful and shady. My 12 and 14 year old daughters were pretty beat by the time we got back.  The fall colors were well on their way.",
376,2017-09-22,['hiking'],"9/22/17

A little early for fall foliage but what fall colors there were were beautiful! We went late afternoon and wandered around the reservoir before having a snack up at the falls. The reservoir, autumn leaves, picturesque granite, views of the valley before and after dark, and the falls themselves were such a cool combination. Pretty chill most of the way but a little steep and rocky toward the end. Glad I brought trekking poles for the way down with my bum knee.",
377,2017-09-22,['hiking'],Rated as hard. Definitely hard. But I saw families with little kids going up. Really steep much of the way up. The falls are beautiful.,
378,2017-09-18,['hiking'],Good challenge and nice trail. Watch for rattle snakes. Weekdays are much less crowded. Keep on the trail!,
379,2017-09-13,['walking'],"I just moved from California and I know one of the many wonders of Utah is the millions of hikes there are.
That being said, I'm not a hiker but I wanted to explore something new. I hiked the trail by myself and it was fun! It starts off with a couple of stairs that eventually turn into a dirt/wood stair trail and eventually turns into a bit of steep rocky trails but it's not as bad as you think.
I did see a couple of deers, so be careful.
Overall loved it, can't wait to hike it again!",
380,2017-09-12,[''],"Beautiful hike and a gorgeous view of the valley just past the lower falls! The lower reservoir is a nice place to sit and enjoy small wildlife such as: geese, ducks, fish, butterflies, squirrels,  and lizards. Rattlesnake warnings are to be taken seriously.",
381,2017-09-08,['hiking'],"Easy trail to the reservoir, after that it picks up a bit. The last stretch is pretty vertical, so get ready for a challenge. Well worth the time and if you're able to, stand at the base of the falls and let the water hit you (from the safety of the rocks of course). If you go to the south of the falls you can climb up and jump the feeder stream to get an awesome view into the valley.",
382,2017-09-07,[''],"So beautiful!  Loved the shade most of the way. Tough ending, but worth it.",
383,2017-09-04,['hiking'],The last .5 of a mile was very steep and rugged but the the end results seeing the falls was so worth it. Beautiful hike.,
384,2017-09-03,[''],"beautiful falls, just don't fall in",
385,2017-08-31,[''],Did finish because we got snowed on and couldn't see the trail. It was beautiful!,
386,2017-08-29,['hiking'],"The last .5 mile is pretty tough. Very vertical. 

Totally worth it for the view and falls though. 

Spent about 3 hours on the out and back.",
387,2017-08-26,[''],"great trail ans waterfall.

but i reallllllly think that the distance is off.",
388,2017-08-26,[''],The waterfall is gorgeous.,
389,2017-08-25,['hiking'],,
390,2017-08-20,[''],this is a difficult but beautiful hike. allow enough time to enjoy the Sunday as you come down,
391,2017-08-19,[''],"Rocky terrain at some points, difficult for some people but definitely worth it - great views!",
392,2017-08-14,['hiking'],What a great hike and the last .7 miles is the longest stretch....pretty much straight uphill. The falls at the top though are totally worrh the huffing and puffing....just keep putting one foot in front of the other.,
393,2017-08-12,[''],Amazing hike.  Has a beautiful lake and a river.   The last mile is straight up and intensely hard. Didn't think I was going to make it.  The waterfalls are totally worth it!,
394,2017-08-11,[''],"I did the lower falls trail with a good friend a several years ago and I absolutely enjoyed every second! Once you pass the lake and cross the mountain stream bridge, it turns into a shaded and beautiful canopy of trees sheltering the trail all the way up to the lower half of the falls. Absolutely gorgeous. There are flat trail parts and very vertical hiking parts, I personally am a huge fan of vertical/steep hikes, it's a satisfying challenge. Can't wait to do it again! I'm glad I found this app because I had forgotten the name of this trail and I have been trying to figure out what trail this was for years!",
395,2017-08-11,[''],Loved this hike super beautiful. but the incline is intense and at some points you where having to take a step almost to the height of my knee. But i definitely would recommend it.,
396,2017-08-07,['hiking'],to the lake is relatively easy. After that it gets more challenging specifically the last mile. I saw many people at the lower fall so it's definitely doable. slow and steady wins the race. last mile is steep climb with lots of boulders and rocks.,
397,2017-08-05,['hiking'],"Gets real steep before the waterfall, but always a beautiful hike.",
398,2017-08-01,['hiking'],"I've done this hike several times now and I've enjoyed it each time.  We did take the kids once, it was a little rough for them especially right at the waterfall but they loved it.",
399,2017-08-01,['hiking'],"Pretty easy hike until the last .7 miles, very steep and rocky from there on, but the waterfall at the end is beyond worth it! I'd suggest going early around 7 or earlier to avoid the heat and crowds, barely anyone on the trail when we went around 7.",
400,2017-07-31,[''],"The hike was pretty difficult, especially in the dead afternoon heat. Just remember that the way back will be much easier so keep pushin through! Make sure you bring plenty of water and rest in the shady areas when necessary. The end of the hike is 100% worth it. Cool off in the spray of the waterfall! Absolutely beautiful.",
